ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile							30002510
29049	Capital Fernite Carbide Composite Armor Plate	29049	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29051	Capital Fusion Reactor Unit	29051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29053	Capital Fusion Thruster	29053	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29055	Capital Gravimetric Sensor Cluster	29055	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29057	Capital Graviton Pulse Generator	29057	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29059	Capital Graviton Reactor Unit	29059	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29061	Capital Ion Thruster	29061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29063	Capital Laser Focusing Crystals	29063	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	43,360,000.00	43,360,000.00	43,360,000.00	0.00	43,360,000.00	43,360,000.00							
29065	Capital Ladar Sensor Cluster	29065	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29067	Capital Linear Shield Emitter	29067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29069	Capital Magnetometric Sensor Cluster	29069	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29071	Capital Magpulse Thruster	29071	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29073	Capital Nanoelectrical Microprocessor	29073	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29075	Capital Nanomechanical Microprocessor	29075	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29077	Capital Nuclear Pulse Generator	29077	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29079	Capital Nuclear Reactor Unit	29079	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29081	Capital Oscillator Capacitor Unit	29081	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29083	Capital Particle Accelerator Unit	29083	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29085	Capital Photon Microprocessor	29085	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29087	Capital Plasma Pulse Generator	29087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29089	Capital Plasma Thruster	29089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29091	Capital Pulse Shield Emitter	29091	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29093	Capital Quantum Microprocessor	29093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29095	Capital Radar Sensor Cluster	29095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29097	Capital Scalar Capacitor Unit	29097	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29099	Capital Superconductor Rails	29099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29101	Capital Sustained Shield Emitter	29101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29103	Capital Tesseract Capacitor Unit	29103	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29105	Capital Thermonuclear Trigger Unit	29105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29107	Capital Titanium Diborite Armor Plate	29107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29109	Capital Tungsten Carbide Armor Plate	29109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29248	Magnate	29248	360.00	379,111.21	379,111.24	379,111.15	0.04	379,111.24	379,111.24	223.00	628,818.56	670,000.00	570,996.98	31,814.33	654,999.50	575,594.54							
29266	Apotheosis	29266	49.00	1,630,617.27	2,100,000.02	1,400,008.19	318,744.26	1,400,008.19	2,100,000.02	14.00	15,785,643.28	29,000,000.00	14,499,999.92	4,952,865.41	14,499,999.93	14,499,999.92							
29640	Unrefined Hyperflurite Reaction	29640	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29641	Unrefined Ferrofluid Reaction	29641	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29642	Unrefined Prometium Reaction	29642	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29643	Unrefined Neo Mercurite Reaction	29643	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1,000,000.00	1,000,000.00	1,000,000.00	0.00	1,000,000.00	1,000,000.00							
29644	Unrefined Dysporite Reaction	29644	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29645	Unrefined Fluxed Condensates Reaction	29645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29659	Unrefined Fluxed Condensates	29659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29660	Unrefined Dysporite	29660	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29661	Unrefined Neo Mercurite	29661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29662	Unrefined Prometium	29662	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29663	Unrefined Ferrofluid	29663	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29664	Unrefined Hyperflurite	29664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29964	Legion Defensive - Adaptive Augmenter	29964	31.00	21,000,001.28	21,000,001.36	21,000,001.09	0.09	21,000,001.28	21,000,001.36	6.00	75,199,999.99	75,199,999.99	75,199,999.99	0.00	75,199,999.99	75,199,999.99							
29965	Legion Defensive - Nanobot Injector	29965	31.00	35,332,302.80	35,333,047.15	35,310,005.17	8,586.63	35,333,047.13	35,333,047.15	12.00	50,183,995.80	59,997,989.98	49,279,979.97	3,538,556.52	49,284,995.00	49,279,979.97							
29966	Legion Defensive - Augmented Plating	29966	59.00	31,959,063.71	32,268,073.44	30,009,185.31	646,582.24	32,268,073.38	32,268,073.44	17.00	51,061,759.28	54,999,999.62	49,959,999.99	1,668,269.72	49,969,989.83	49,959,999.99							
29967	Legion Defensive - Warfare Processor	29967	28.00	35,017,017.12	35,017,017.16	35,017,017.02	0.05	35,017,017.14	35,017,017.16	13.00	82,476,458.46	84,688,999.99	81,969,999.99	1,003,162.14	81,999,495.00	81,969,999.99							
29969	Tengu Defensive - Adaptive Shielding	29969	3.00	27,000,000.00	27,000,000.00	27,000,000.00	0.00	27,000,000.00	27,000,000.00	30.00	54,495,611.98	60,369,999.99	50,859,989.99	3,116,662.13	50,894,944.95	50,859,998.57							
29970	Tengu Defensive - Amplification Node	29970	13.00	41,929,911.86	42,200,001.06	41,509,003.11	258,148.61	41,861,747.27	42,200,001.06	21.00	59,433,095.89	63,276,582.36	58,996,757.96	1,532,469.08	58,996,881.99	58,996,757.96							
29971	Tengu Defensive - Supplemental Screening	29971	3.00	39,400,000.01	39,400,000.01	39,400,000.01	0.00	39,400,000.01	39,400,000.01	35.00	52,278,849.92	70,000,000.00	48,399,989.99	5,746,567.66	52,850,000.00	48,399,999.00							
29972	Tengu Defensive - Warfare Processor	29972	42.00	20,851,824.78	21,000,092.13	20,221,149.09	346,673.02	21,000,086.06	21,000,091.22	9.00	69,471,130.20	69,509,999.69	69,460,000.00	18,708.20	69,465,000.00	69,460,000.00							
29974	Loki Defensive - Adaptive Shielding	29974	22.00	19,000,108.20	19,000,117.75	19,000,100.00	6.06	19,000,108.65	19,000,114.46	17.00	54,436,450.66	76,910,053.78	49,919,999.99	8,962,424.44	49,934,994.98	49,919,999.99							
29975	Loki Defensive - Adaptive Augmenter	29975	23.00	19,303,485.86	20,000,000.99	19,110,000.00	440,430.70	19,110,013.00	20,000,000.50	12.00	51,101,285.53	55,508,807.29	50,488,861.63	1,891,656.32	51,630,505.10	50,488,861.63							
29976	Loki Defensive - Amplification Node	29976	30.00	34,070,389.70	34,552,096.09	20,101,002.00	4,541,537.01	34,552,096.04	34,552,096.08	2.00	85,500,000.00	86,000,000.00	85,000,000.00	500,000.00	85,500,000.00	85,000,000.00							
29977	Loki Defensive - Warfare Processor	29977	24.00	39,128,364.56	40,000,070.49	38,098,003.01	941,180.26	40,000,070.47	40,000,070.49	17.00	84,040,891.98	84,060,070.46	84,029,999.99	11,418.00	84,039,895.92	84,029,999.99							
29979	Proteus Defensive - Adaptive Augmenter	29979	28.00	27,400,010.02	27,400,010.05	27,400,009.96	0.03	27,400,010.04	27,400,010.05	11.00	52,012,542.00	52,012,542.00	52,012,542.00	0.00	52,012,542.00	52,012,542.00							
29980	Proteus Defensive - Nanobot Injector	29980	18.00	40,036,971.45	40,039,000.63	40,022,356.22	6,848.14	40,039,000.63	40,039,000.63	15.00	56,389,117.24	57,758,989.55	56,279,989.99	420,862.42	56,289,989.84	56,279,989.99							
29981	Proteus Defensive - Augmented Plating	29981	42.00	40,208,873.95	40,331,251.41	40,100,823.10	88,812.25	40,130,251.18	40,331,251.41	17.00	74,912,332.58	74,959,912.74	74,899,976.00	17,114.45	74,909,906.82	74,899,976.00							
29982	Proteus Defensive - Warfare Processor	29982	28.00	20,260,999.60	20,261,029.07	20,260,204.52	307.28	20,261,029.04	20,261,029.06	7.00	79,484,285.71	79,499,999.96	79,480,000.00	8,164.95	79,480,000.00	79,480,000.00							
29984	Tengu	29984	45.00	147,906,113.00	150,151,000.01	140,024,040.82	4,651,472.11	150,150,153.02	150,150,721.34	63.00	214,253,504.23	386,297,002.68	179,998,755.91	38,588,641.16	199,660,000.00	179,998,758.41							
29986	Legion	29986	20.00	149,660,031.24	155,000,108.00	128,300,000.24	11,561,469.05	141,650,000.12	155,000,108.00	48.00	198,249,276.67	219,999,999.99	169,997,989.00	17,871,608.45	209,948,000.00	169,998,737.54							
29988	Proteus	29988	41.00	154,799,117.84	160,000,016.00	123,856,330.00	11,060,295.62	160,000,005.02	160,000,013.77	37.00	210,870,382.59	282,299,998.96	193,098,887.50	22,039,268.96	198,999,936.00	193,098,892.51							
29990	Loki	29990	13.00	150,877,090.56	155,000,000.03	128,201,088.63	12,633,127.98	155,000,000.00	155,000,000.03	16.00	195,450,987.75	219,999,719.38	161,977,895.36	17,608,686.99	193,999,872.58	161,977,895.36							
29992	Optimized Nano-engines	29992	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29994	Warfare Computation Core	29994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
29996	Emergent Neurovisual Interface	29996	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
30002	Fullerene Intercalated Sheets	30002	50.00	200,000.01	200,000.01	200,000.01	0.00	200,000.01	200,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
30008	Reinforced Metallofullerene Alloys	30008	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
30018	Fused Nanomechanical Engines	30018	18,877.00	10,241.94	12,001.06	7,500.01	2,045.42	12,001.04	12,001.06	9,090.00	62,166.78	68,999.97	20,000.00	14,974.04	68,999.48	26,781.15							
30019	Powdered C-540 Graphite	30019	152,475.00	330.52	600.00	321.02	92.18	321.41	351.52	1,085.00	5,332.84	5,900.00	3,400.41	955.03	5,900.00	3,400.41							
30021	Modified Fluid Router	30021	65,500.00	28,161.80	37,037.63	10,000.00	12,205.12	36,521.02	37,037.62	7,302.00	59,222.16	95,000.00	48,989.99	13,567.92	55,999.99	48,990.00							
30022	Heuristic Selfassemblers	30022	11,569.00	21,875.29	25,000.59	15,501.01	3,907.75	22,661.00	25,000.59	34.00	48,234.56	50,000.00	40,000.00	4,145.55	49,999.50	40,000.00							
30024	Cartesian Temporal Coordinator	30024	18,888.00	5,971.84	6,000.34	4,207.39	717.17	6,000.33	6,000.34	3,090.00	20,912.30	21,500.00	9,999.00	4,397.41	21,500.00	13,691.96							
30036	Legion Electronics - Energy Parasitic Complex	30036	30.00	29,005,981.93	29,006,008.76	29,005,205.03	281.20	29,006,008.74	29,006,008.76	16.00	59,080,807.99	68,569,999.99	58,359,999.98	3,327,108.66	58,368,989.99	58,359,999.98							
30038	Legion Electronics - Tactical Targeting Network	30038	22.00	35,187,040.16	35,189,881.63	35,174,005.14	7,540.65	35,189,881.62	35,189,881.63	12.00	52,594,688.10	61,069,989.00	47,458,879.69	5,821,055.29	47,489,949.69	47,458,879.69							
30040	Legion Electronics - Dissolution Sequencer	30040	31.00	35,156,250.86	35,160,004.10	35,136,159.00	10,092.37	35,160,003.53	35,160,004.09	21.00	55,539,712.36	75,347,028.91	48,999,999.90	7,331,766.75	55,114,995.00	48,999,999.94							
30042	Legion Electronics - Emergent Locus Analyzer	30042	33.00	24,973,766.40	25,004,106.14	24,003,001.01	314,615.68	25,004,104.12	25,004,105.23	9.00	59,955,555.11	60,000,000.00	59,949,997.99	21,651.07	59,975,000.00	59,949,997.99							
30046	Tengu Electronics - Obfuscation Manifold	30046	29.00	23,101,070.88	23,101,073.11	23,101,009.01	25.63	23,101,073.11	23,101,073.11	7.00	84,213,116.52	87,991,818.65	82,020,000.00	2,151,075.79	86,235,908.83	82,020,000.00							
30048	Tengu Electronics - CPU Efficiency Gate	30048	9.00	40,005,413.33	40,118,999.00	39,113,213.00	401,231.92	40,118,703.99	40,118,999.00	26.00	50,264,009.01	59,759,988.97	46,999,968.97	4,288,303.59	47,999,869.93	46,999,973.97							
30050	Tengu Electronics - Dissolution Sequencer	30050	19.00	11,463,224.51	14,000,066.05	4,360,110.99	3,592,595.30	14,000,042.56	14,000,066.05	46.00	50,701,311.03	58,000,000.00	48,999,989.99	2,450,898.72	49,429,479.33	48,999,993.33							
30052	Tengu Electronics - Emergent Locus Analyzer	30052	23.00	23,260,932.01	25,000,111.16	17,000,000.00	2,981,455.15	25,000,072.51	25,000,110.66	15.00	55,230,618.68	60,771,613.00	49,999,079.44	5,061,532.23	50,925,200.00	49,999,079.44							
30056	Proteus Electronics - Friction Extension Processor	30056	53.00	36,818,506.73	37,500,007.00	36,513,733.73	423,535.84	36,543,383.39	37,500,004.45	20.00	53,515,167.77	57,445,886.73	53,019,989.99	1,316,477.08	53,098,987.70	53,019,995.00							
30058	Proteus Electronics - CPU Efficiency Gate	30058	29.00	20,966,461.65	21,001,005.12	20,500,123.25	226,274.50	21,001,005.11	21,001,005.12	9.00	73,365,555.33	73,419,999.00	73,349,999.99	32,997.85	73,350,000.00	73,349,999.99							
30060	Proteus Electronics - Dissolution Sequencer	30060	13.00	40,111,956.77	40,112,008.09	40,111,341.00	314.47	40,112,008.08	40,112,008.09	12.00	77,752,108.26	77,962,680.00	77,681,665.01	92,869.49	77,681,967.26	77,681,665.01							
30062	Proteus Electronics - Emergent Locus Analyzer	30062	17.00	36,147,761.27	39,500,000.04	30,000,842.00	4,290,788.42	39,500,000.04	39,500,000.04	18.00	58,685,818.79	68,900,801.07	54,969,997.99	5,347,804.08	54,970,000.00	54,969,997.99							
30066	Loki Electronics - Immobility Drivers	30066	25.00	34,673,252.80	35,000,000.03	34,502,303.19	208,490.40	34,529,682.51	35,000,000.03	28.00	48,983,166.36	64,929,989.98	41,998,999.00	7,942,934.04	48,489,374.99	41,998,999.74							
30068	Loki Electronics - Tactical Targeting Network	30068	10.00	38,030,422.34	38,034,162.04	38,010,927.13	9,884.22	38,027,081.01	38,034,162.04	13.00	55,719,628.70	83,698,905.40	49,998,799.66	10,247,355.34	50,000,000.00	49,998,799.66							
30070	Loki Electronics - Dissolution Sequencer	30070	26.00	18,384,864.43	19,000,100.11	15,001,024.78	1,885,140.87	17,000,650.00	19,000,100.11	20.00	47,262,317.04	58,749,006.00	44,390,039.95	3,905,458.83	46,499,231.94	44,390,044.96							
30072	Loki Electronics - Emergent Locus Analyzer	30072	15.00	20,120,010.31	20,120,014.70	20,120,008.97	2.29	20,120,009.49	20,120,014.70	18.00	53,511,636.61	59,000,000.00	52,619,788.99	2,647,678.05	52,619,820.97	52,619,788.99							
30076	Legion Propulsion - Chassis Optimization	30076	24.00	28,091,277.10	28,221,027.43	25,108,024.00	1,245,101.05	28,221,027.42	28,221,027.43	23.00	58,576,805.99	77,546,977.00	46,980,000.00	10,984,607.03	66,999,888.77	46,980,000.00							
30078	Legion Propulsion - Fuel Catalyst	30078	18.00	35,036,004.06	35,039,015.07	35,014,818.00	11,808.47	35,038,516.06	35,039,015.07	19.00	50,902,257.58	57,999,999.99	44,998,869.74	6,056,210.06	45,000,000.00	44,998,869.74							
30080	Legion Propulsion - Wake Limiter	30080	24.00	20,000,004.97	20,000,005.15	20,000,001.09	1.62	20,000,005.14	20,000,005.15	4.00	61,500,000.00	64,999,999.99	59,999,999.99	2,061,552.81	60,500,000.00	59,999,999.99							
30082	Legion Propulsion - Interdiction Nullifier	30082	13.00	30,127,171.48	30,127,999.00	30,127,021.01	461.03	30,127,021.02	30,127,999.00	31.00	43,721,850.43	67,408,969.96	39,969,999.99	8,797,613.55	39,999,899.98	39,969,999.99							
30086	Tengu Propulsion - Intercalated Nanofibers	30086	11.00	30,009,710.58	30,009,710.58	30,009,710.55	0.01	30,009,710.56	30,009,710.58	28.00	47,042,594.23	54,000,000.00	44,999,585.00	2,996,774.07	44,999,797.79	44,999,585.50							
30088	Tengu Propulsion - Gravitational Capacitor	30088	20.00	25,000,001.48	25,000,001.63	25,000,001.31	0.11	25,000,001.38	25,000,001.63	17.00	49,291,729.28	62,239,989.98	48,240,000.00	4,386,317.29	48,249,909.85	48,240,000.00							
30090	Tengu Propulsion - Fuel Catalyst	30090	40.00	23,924,474.07	25,027,333.11	19,000,524.04	2,365,988.51	25,027,311.54	25,027,333.11	24.00	48,405,318.91	59,000,000.00	45,499,989.99	5,697,133.90	45,998,974.49	45,499,989.99							
30092	Tengu Propulsion - Interdiction Nullifier	30092	18.00	35,096,097.69	35,119,398.00	35,013,020.77	44,738.40	35,119,376.29	35,119,398.00	28.00	51,989,723.54	75,769,999.24	46,899,976.98	10,697,483.11	46,919,356.02	46,899,977.65							
30096	Proteus Propulsion - Wake Limiter	30096	10.00	9,999,999.00	9,999,999.00	9,999,999.00	0.00	9,999,999.00	9,999,999.00	10.00	59,999,999.91	59,999,999.99	59,999,999.77	0.07	59,999,999.94	59,999,999.77							
30098	Proteus Propulsion - Localized Injectors	30098	13.00	41,324,092.20	41,350,000.00	41,303,030.88	16,753.22	41,317,352.63	41,350,000.00	25.00	50,575,932.83	57,960,000.00	48,349,989.99	3,298,368.95	50,939,988.97	48,349,998.33							
30100	Proteus Propulsion - Gravitational Capacitor	30100	30.00	27,352,917.26	27,352,928.96	27,352,838.89	38.20	27,352,925.94	27,352,928.96	10.00	83,587,556.40	83,958,989.98	83,544,999.99	153,636.94	83,546,196.51	83,544,999.99							
30102	Proteus Propulsion - Interdiction Nullifier	30102	19.00	40,122,017.88	40,126,104.33	40,092,299.00	13,647.90	40,126,104.33	40,126,104.33	9.00	60,725,158.48	60,818,807.60	60,713,256.87	39,237.17	60,713,899.07	60,713,256.87							
30106	Loki Propulsion - Chassis Optimization	30106	18.00	15,000,110.96	15,000,123.23	15,000,000.06	47.62	15,000,118.99	15,000,123.23	26.00	45,525,434.12	58,959,999.77	38,999,976.98	7,401,168.52	39,000,000.00	38,999,976.98							
30108	Loki Propulsion - Intercalated Nanofibers	30108	33.00	36,236,781.10	37,146,151.19	32,144,434.12	2,078,818.56	37,146,148.17	37,146,150.44	25.00	76,070,799.75	89,000,000.00	73,925,998.98	4,290,404.46	73,933,499.98	73,925,998.99							
30110	Loki Propulsion - Fuel Catalyst	30110	4.00	27,000,000.25	27,000,000.99	27,000,000.00	0.49	27,000,000.00	27,000,000.99	24.00	48,111,960.86	71,908,977.98	39,999,911.00	10,417,581.06	46,739,999.98	39,999,911.88							
30112	Loki Propulsion - Interdiction Nullifier	30112	36.00	38,156,169.84	38,942,199.77	15,000,000.00	7,133,222.11	38,942,176.42	38,942,199.77	26.00	52,684,508.71	69,943,451.07	49,119,989.99	9,275,567.85	49,142,188.89	49,119,998.33							
30117	Legion Offensive - Drone Synthesis Projector	30117	26.00	21,002,001.14	21,002,001.16	21,002,001.11	0.02	21,002,001.13	21,002,001.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
30118	Legion Offensive - Assault Optimization	30118	38.00	25,204,012.94	25,204,013.25	25,204,006.03	2.35	25,204,013.17	25,204,013.25	6.00	73,819,176.00	80,999,999.00	69,999,999.99	3,669,863.98	73,957,528.50	69,999,999.99							
30119	Legion Offensive - Liquid Crystal Magnifiers	30119	29.00	15,831,495.07	16,004,059.10	11,000,000.21	1,864,898.67	16,004,034.02	16,004,059.10	23.00	49,562,290.62	55,313,897.97	45,939,999.00	3,131,293.75	50,897,972.89	45,939,999.83							
30120	Legion Offensive - Covert Reconfiguration	30120	23.00	13,956,595.37	14,000,092.14	13,000,000.00	349,954.84	14,000,072.15	14,000,092.14	29.00	57,037,574.64	63,359,989.98	47,000,000.00	5,343,788.92	55,999,998.99	47,499,994.99							
30122	Tengu Offensive - Accelerated Ejection Bay	30122	77.00	17,744,940.29	18,004,300.02	16,013,141.01	694,583.93	18,003,286.01	18,004,300.02	30.00	52,912,419.74	59,899,988.99	48,978,716.48	3,130,818.28	53,419,938.00	48,978,716.48							
30123	Tengu Offensive - Rifling Launcher Pattern	30123	37.00	29,901,539.64	30,009,710.74	29,009,150.01	300,165.33	30,009,710.67	30,009,710.74	5.00	107,792,175.60	107,792,878.00	107,792,000.00	439.00	107,792,439.00	107,792,000.00							
30124	Tengu Offensive - Magnetic Infusion Basin	30124	28.00	23,502,002.20	23,502,002.31	23,502,000.06	0.77	23,502,002.26	23,502,002.31	15.00	63,553,370.41	73,000,000.00	61,799,999.99	3,990,282.33	62,449,444.39	61,799,999.99							
30125	Tengu Offensive - Covert Reconfiguration	30125	41.00	24,517,404.38	25,005,689.01	20,001,132.08	1,930,003.10	25,005,668.03	25,005,688.10	33.00	61,845,429.66	117,977,999.98	45,405,586.66	26,387,039.41	52,984,950.00	45,405,586.66							
30127	Proteus Offensive - Dissonic Encoding Platform	30127	27.00	30,006,382.07	30,006,389.57	30,006,187.99	70.52	30,006,389.54	30,006,389.56	16.00	69,493,442.24	76,879,997.99	65,009,998.70	4,337,348.30	65,049,998.73	65,009,998.70							
30128	Proteus Offensive - Hybrid Propulsion Armature	30128	24.00	39,000,154.93	39,100,000.00	38,055,854.93	444,756.90	39,087,186.55	39,088,370.03	18.00	73,222,291.92	74,098,948.59	73,059,999.36	367,130.77	73,074,490.91	73,059,999.36							
30129	Proteus Offensive - Drone Synthesis Projector	30129	19.00	30,037,116.05	30,037,402.11	30,035,619.85	658.01	30,037,402.10	30,037,402.11	8.00	83,506,248.71	83,609,989.98	83,480,000.00	47,070.66	83,480,000.00	83,480,000.00							
30130	Proteus Offensive - Covert Reconfiguration	30130	18.00	40,183,653.73	40,300,019.63	40,102,965.00	91,202.53	40,133,759.05	40,300,019.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00							
30132	Loki Offensive - Turret Concurrence Registry	30132	23.00	25,304,091.19	25,305,063.22	25,301,002.03	1,553.04	25,305,063.18	25,305,063.22	34.00	48,230,222.81	57,729,989.00	44,040,000.00	5,299,833.60	44,069,999.66	44,040,000.00							
30133	Loki Offensive - Projectile Scoping Array	30133	31.00	21,967,754.10	23,000,014.99	15,000,045.02	3,325,899.66	23,000,006.56	23,000,012.30	18.00	52,583,998.26	63,279,999.99	45,988,776.00	6,118,725.23	48,497,994.49	45,988,776.00							
30134	Loki Offensive - Hardpoint Efficiency Configuration	30134	2.00	30,000,000.01	30,000,000.01	30,000,000.00	0.01	30,000,000.01	30,000,000.01	26.00	66,575,412.54	99,999,977.96	44,999,999.96	17,020,877.58	74,998,989.87	44,999,999.96							
30135	Loki Offensive - Covert Reconfiguration	30135	26.00	20,353,891.84	21,200,078.39	16,000,001.00	1,893,276.46	21,200,060.04	21,200,077.89	23.00	57,625,777.66	71,749,989.98	53,798,969.96	6,072,215.68	55,908,967.62	53,798,976.63							
30139	Tengu Engineering - Power Core Multiplier	30139	29.00	21,862,750.05	22,000,724.22	20,000,185.85	661,610.42	22,000,724.16	22,000,724.22	21.00	59,670,428.75	67,900,003.96	58,840,000.00	2,640,162.70	58,889,499.93	58,840,000.00							
30141	Tengu Engineering - Augmented Capacitor Reservoir	30141	19.00	4,943,159.19	5,000,007.26	4,639,998.09	144,002.22	5,000,001.05	5,000,007.26	34.00	49,267,460.52	59,500,900.00	44,999,989.99	5,927,201.43	45,719,489.02	44,999,989.99							
30143	Tengu Engineering - Capacitor Regeneration Matrix	30143	12.00	32,917,304.68	33,001,000.00	32,000,003.00	372,962.54	33,000,581.81	33,001,000.00	27.00	49,787,750.65	60,000,000.00	47,999,978.99	3,881,114.98	48,494,950.00	47,999,978.99							
30145	Tengu Engineering - Supplemental Coolant Injector	30145	31.00	26,096,839.48	26,100,000.74	26,002,001.93	39,199.52	26,100,000.73	26,100,000.74	1.00	65,000,000.00	65,000,000.00	65,000,000.00	0.00	65,000,000.00	65,000,000.00							
30149	Proteus Engineering - Power Core Multiplier	30149	5.00	41,018,906.12	41,021,000.00	41,010,925.00	4,308.79	41,020,803.30	41,021,000.00	17.00	59,468,486.46	60,501,939.00	59,301,917.95	324,752.92	59,319,983.47	59,301,917.95							
30151	Proteus Engineering - Augmented Capacitor Reservoir	30151	32.00	11,906,942.45	12,000,024.11	10,510,761.01	619,118.38	12,000,018.04	12,000,024.11	18.00	63,835,824.93	64,068,969.96	63,749,999.99	124,421.07	63,784,999.97	63,749,999.99							
